,coverage,customer,customer_lifetime_value,date,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy,policy_type,renew_offer_type,response,sales_channel,state,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
7099,Extended,NY89701,5977.410465,2011-02-05,Bachelor,2/5/11,Employed,F,25320,Urban,Married,76,10.0,70,1.0,8,Personal L3,Personal Auto,Offer1,No,Agent,California,269.065636,Four-Door Car,Large,A,February
7100,Basic,PT32230,7782.126848,2011-02-14,High School or Below,2/14/11,Employed,F,70059,Rural,Married,194,1.0,97,0.0,1,Personal L3,Personal Auto,Offer2,No,Agent,California,253.740993,Luxury SUV,Medsize,A,February
7103,Extended,EX80215,2822.731903,2011-02-19,College,2/19/11,Unemployed,F,0,Rural,Married,77,33.0,86,0.0,1,Personal L1,Personal Auto,Offer1,No,Web,California,138.947984,Four-Door Car,Large,A,February
7106,Basic,BD42101,25030.89457,2011-01-22,Bachelor,1/22/11,Unemployed,M,0,Suburban,Divorced,110,1.0,53,1.0,2,Corporate L2,Corporate Auto,Offer1,No,Branch,California,528.0,SUV,Medsize,A,January
7107,Premium,FX73249,7304.15545,2011-02-25,Bachelor,2/25/11,Unemployed,M,0,Suburban,Divorced,104,35.0,79,0.0,3,Personal L2,Personal Auto,Offer1,No,Agent,Oregon,499.2,Four-Door Car,Medsize,A,February
7108,Extended,UL10037,10484.91535,2011-02-01,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22.0,93,0.0,2,Corporate L1,Corporate Auto,Offer2,Yes,Agent,Oregon,49.451117,Four-Door Car,Medsize,A,February
7109,Extended,FZ94690,26220.03266,2011-01-15,High School or Below,1/15/11,Employed,M,24743,Suburban,Divorced,84,8.0,23,0.0,2,Personal L2,Personal Auto,Offer2,No,Branch,California,1008.03551,Four-Door Car,Small,A,January
7111,Premium,PD94315,22256.69368,2011-02-17,Bachelor,2/17/11,Disabled,F,23444,Suburban,Married,196,7.0,62,0.0,2,Corporate L3,Corporate Auto,Offer1,No,Call Center,Arizona,940.8,SUV,Medsize,A,February
7112,Basic,XS12556,3683.099864,2011-01-06,College,1/6/11,Unemployed,F,0,Suburban,Married,101,19.0,16,0.0,1,Corporate L2,Corporate Auto,Offer4,No,Call Center,California,564.466556,Sports Car,Medsize,A,January
7115,Basic,QH12810,11814.47532,2011-01-03,Bachelor,1/3/11,Unemployed,F,0,Suburban,Single,106,1.0,38,0.0,2,Personal L3,Personal Auto,Offer2,No,Agent,Oregon,763.2,SUV,Large,A,January
7116,Premium,MI49191,9410.670129,2011-01-07,Bachelor,1/7/11,Employed,M,96060,Suburban,Married,117,6.0,57,0.0,3,Corporate L1,Corporate Auto,Offer1,No,Branch,California,561.6,Four-Door Car,Large,A,January
7118,Basic,SE28250,4838.981869,2011-01-17,Bachelor,1/17/11,Unemployed,M,0,Suburban,Divorced,70,11.0,36,2.0,7,Special L2,Special Auto,Offer2,No,Agent,Arizona,336.0,Four-Door Car,Large,A,January
7120,Basic,KA67497,6385.617852,2011-02-02,High School or Below,2/2/11,Unemployed,F,0,Suburban,Single,63,16.0,35,1.0,2,Personal L3,Personal Auto,Offer1,No,Agent,California,302.4,Two-Door Car,Medsize,A,February
7122,Extended,No81415,3139.169353,2011-02-01,Bachelor,2/1/11,Employed,M,31177,Suburban,Married,79,14.0,28,0.0,1,Personal L3,Personal Auto,Offer4,No,Call Center,Arizona,905.699717,Four-Door Car,Small,A,February
7124,Basic,GZ79662,5484.588155,2011-02-21,High School or Below,2/21/11,Employed,M,47611,Suburban,Married,69,17.0,65,0.0,4,Corporate L3,Corporate Auto,Offer2,No,Call Center,Arizona,593.654484,Four-Door Car,Small,A,February
7127,Extended,DY17416,6031.518652,2011-02-07,College,2/7/11,Employed,M,49539,Urban,Single,79,15.0,83,0.0,5,Personal L3,Personal Auto,Offer2,No,Agent,Oregon,286.938064,Two-Door Car,Medsize,A,February
7132,Premium,ME84824,5989.773931,2011-01-19,College,1/19/11,Employed,M,66839,Suburban,Single,154,33.0,24,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Branch,Arizona,739.2,Sports Car,Medsize,A,January
7134,Extended,VS63956,5871.175279,2011-01-26,Bachelor,1/26/11,Employed,M,33967,Suburban,Divorced,76,0.0,60,0.0,8,Personal L1,Personal Auto,Offer2,No,Agent,California,364.8,Four-Door Car,Small,A,January
7139,Extended,BE75190,10155.30044,2011-01-13,College,1/13/11,Employed,M,28754,Suburban,Single,89,9.0,17,0.0,2,Corporate L1,Corporate Auto,Offer2,No,Web,California,427.2,Four-Door Car,Medsize,A,January
7140,Basic,XP76338,4711.038869,2011-01-03,Bachelor,1/3/11,Employed,M,24843,Suburban,Married,61,20.0,17,2.0,4,Personal L2,Personal Auto,Offer1,No,Agent,California,331.325638,Four-Door Car,Medsize,A,January
7141,Premium,NB79936,8346.983233,2011-02-02,Bachelor,2/2/11,Employed,M,48259,Rural,Single,108,14.0,79,0.0,3,Personal L2,Personal Auto,Offer1,No,Branch,Washington,73.700573,Two-Door Car,Medsize,A,February
7142,Basic,PY51963,33473.34946,2011-01-11,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18.0,95,0.0,2,Corporate L1,Corporate Auto,Offer1,Yes,Web,California,508.8,SUV,Medsize,A,January
7144,Basic,BX24569,3567.503755,2011-01-07,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal L2,Personal Auto,Offer2,Yes,Agent,California,660.430456,SUV,Medsize,A,January
7146,Basic,TX11163,7380.570445,2011-01-21,Bachelor,1/21/11,Employed,F,53957,Rural,Married,184,19.0,80,0.0,1,Corporate L3,Corporate Auto,Offer1,No,Branch,Nevada,61.554272,Luxury SUV,Medsize,A,January
7147,Extended,KG84303,3942.917284,2011-01-29,Master,1/29/11,Employed,M,38820,Suburban,Married,99,29.0,59,0.0,1,Personal L3,Personal Auto,Offer2,No,Call Center,California,547.619785,Four-Door Car,Small,A,January
7149,Basic,WE38399,4974.801539,2011-01-18,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5.0,68,3.0,9,Personal L1,Personal Auto,Offer2,Yes,Branch,California,467.803638,Two-Door Car,Medsize,A,January
7150,Extended,FG69718,9780.852337,2011-01-10,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,132,13.0,47,0.0,3,Corporate L3,Corporate Auto,Offer1,No,Call Center,California,950.4,SUV,Medsize,A,January
7155,Basic,DY30071,5659.238384,2011-01-07,Bachelor,1/7/11,Employed,M,69387,Rural,Married,71,16.0,37,0.0,3,Personal L3,Personal Auto,Offer2,No,Agent,Oregon,71.517444,Four-Door Car,Small,A,January
7157,Basic,GJ47397,38055.20953,2011-02-12,High School or Below,2/12/11,Unemployed,M,0,Suburban,Married,115,21.0,78,0.0,2,Special L2,Special Auto,Offer2,No,Agent,Oregon,552.0,SUV,Medsize,A,February
7158,Premium,IL67915,8542.218196,2011-02-12,College,2/12/11,Employed,F,50117,Urban,Single,107,13.0,98,0.0,4,Corporate L2,Corporate Auto,Offer1,No,Branch,Arizona,462.654347,Four-Door Car,Medsize,A,February
7159,Basic,EV60177,8503.942634,2011-02-08,High School or Below,2/8/11,Employed,F,87771,Suburban,Single,74,8.0,9,4.0,2,Personal L3,Personal Auto,Offer2,No,Branch,California,355.2,Four-Door Car,Small,A,February
7161,Extended,KN32615,4313.34397,2011-02-02,College,2/2/11,Unemployed,F,0,Suburban,Single,126,2.0,96,2.0,1,Personal L2,Personal Auto,Offer1,No,Branch,Arizona,656.57161,SUV,Large,A,February
7163,Basic,AE89300,8224.770259,2011-02-03,Bachelor,2/3/11,Employed,F,82634,Urban,Single,104,8.0,74,0.0,3,Personal L3,Personal Auto,Offer3,No,Agent,Arizona,324.097433,SUV,Medsize,A,February
7166,Premium,XX88577,15727.13063,2011-02-28,Bachelor,2/28/11,Employed,M,84824,Rural,Married,196,7.0,4,0.0,9,Corporate L1,Corporate Auto,Offer2,No,Branch,California,319.820747,SUV,Small,A,February
7170,Extended,ET79815,5926.729379,2011-01-25,College,1/25/11,Retired,M,23091,Suburban,Married,96,28.0,90,5.0,5,Personal L1,Personal Auto,Offer1,Yes,Agent,California,460.8,Four-Door Car,Medsize,A,January
7173,Basic,PY98958,12036.62051,2011-02-10,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17.0,61,0.0,2,Special L1,Special Auto,Offer1,Yes,Call Center,Oregon,499.2,SUV,Medsize,A,February
7174,Extended,No73821,10145.44091,2011-01-19,High School or Below,1/19/11,Employed,M,44577,Suburban,Single,131,27.0,7,0.0,9,Personal L1,Personal Auto,Offer2,No,Branch,Oregon,640.491537,SUV,Medsize,A,January
7178,Extended,JU75786,7203.133626,2011-01-10,Master,1/10/11,Unemployed,F,0,Rural,Married,95,3.0,29,0.0,9,Personal L2,Personal Auto,Offer1,No,Agent,Oregon,149.843223,Two-Door Car,Medsize,A,January
7181,Basic,BV79904,7956.150059,2011-02-13,Master,2/13/11,Employed,F,44818,Rural,Divorced,67,25.0,41,1.0,2,Personal L3,Personal Auto,Offer1,No,Web,California,136.883999,Two-Door Car,Medsize,A,February
7184,Basic,FP67637,5380.312218,2011-01-25,Bachelor,1/25/11,Employed,M,93818,Urban,Married,66,7.0,25,0.0,6,Personal L3,Personal Auto,Offer1,No,Agent,Nevada,248.405684,Four-Door Car,Small,A,January
7185,Extended,JD71348,7289.297853,2011-01-24,College,1/24/11,Employed,M,60875,Urban,Married,92,0.0,84,0.0,3,Personal L3,Personal Auto,Offer1,No,Branch,California,410.846025,Four-Door Car,Medsize,A,January
7190,Basic,GJ63103,18474.71111,2011-02-06,High School or Below,2/6/11,Medical Leave,F,27869,Suburban,Married,67,18.0,59,0.0,2,Personal L3,Personal Auto,Offer1,No,Web,Oregon,482.4,Two-Door Car,Small,A,February
7191,Basic,RF39856,22754.66137,2011-02-08,Bachelor,2/8/11,Employed,M,51437,Rural,Married,115,35.0,30,0.0,2,Corporate L1,Corporate Auto,Offer3,No,Branch,Nevada,244.086665,SUV,Medsize,A,February
7192,Basic,DI45039,2754.143877,2011-01-03,College,1/3/11,Employed,F,58705,Rural,Married,69,19.0,95,0.0,1,Personal L2,Personal Auto,Offer4,No,Web,California,48.956424,Two-Door Car,Medsize,A,January
7198,Basic,UO54843,5372.351967,2011-02-13,Bachelor,2/13/11,Employed,M,70286,Rural,Married,67,16.0,66,0.0,3,Corporate L3,Corporate Auto,Offer2,No,Web,California,130.143497,Four-Door Car,Medsize,A,February
7199,Extended,UH76090,8818.051498,2011-02-02,Bachelor,2/2/11,Unemployed,F,0,Suburban,Single,136,31.0,75,4.0,3,Personal L1,Personal Auto,Offer1,No,Call Center,California,1237.257917,SUV,Medsize,A,February
7203,Extended,MY32149,3686.723847,2011-01-18,Master,1/18/11,Unemployed,F,0,Rural,Married,96,2.0,88,0.0,1,Personal L2,Personal Auto,Offer1,No,Agent,California,28.460568,Two-Door Car,Medsize,A,January
7206,Basic,OC50447,4966.767294,2011-02-08,Bachelor,2/8/11,Employed,M,38055,Rural,Married,64,7.0,24,1.0,8,Personal L3,Personal Auto,Offer4,No,Call Center,Nevada,39.069987,Two-Door Car,Medsize,A,February
7207,Basic,ME83611,2530.705137,2011-01-21,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Web,Nevada,61.769564,Four-Door Car,Medsize,A,January
7209,Basic,ZK60855,4829.571981,2011-01-25,College,1/25/11,Employed,F,34819,Urban,Married,61,0.0,31,0.0,6,Corporate L2,Corporate Auto,Offer1,No,Agent,Oregon,185.898327,Four-Door Car,Medsize,A,January
7211,Basic,LD68165,26197.41498,2011-01-15,High School or Below,1/15/11,Disabled,F,18495,Suburban,Married,113,10.0,15,0.0,2,Corporate L2,Corporate Auto,Offer1,Yes,Branch,Arizona,542.4,SUV,Large,A,January
7215,Basic,FO83170,2916.380797,2011-02-03,Doctor,2/3/11,Employed,M,85817,Rural,Married,72,0.0,31,0.0,1,Personal L1,Personal Auto,Offer4,No,Agent,California,154.987759,Four-Door Car,Medsize,A,February
7216,Premium,PU21485,11158.12643,2011-02-18,Bachelor,2/18/11,Unemployed,F,0,Suburban,Single,161,19.0,71,0.0,9,Corporate L3,Corporate Auto,Offer1,No,Call Center,Arizona,1159.2,SUV,Small,A,February
7219,Basic,KW12214,12375.02163,2011-01-05,High School or Below,1/5/11,Employed,M,78441,Suburban,Married,103,6.0,73,0.0,2,Personal L3,Personal Auto,Offer2,No,Branch,Oregon,613.866905,SUV,Medsize,A,January
7220,Extended,RV75918,7809.515468,2011-01-23,College,1/23/11,Employed,F,69161,Urban,Married,97,19.0,71,0.0,8,Personal L3,Personal Auto,Offer3,No,Agent,California,341.431343,Four-Door Car,Medsize,A,January
7224,Basic,UV80201,8385.252347,2011-02-16,Bachelor,2/16/11,Unemployed,F,0,Suburban,Single,116,0.0,35,0.0,7,Personal L3,Personal Auto,Offer1,No,Call Center,Oregon,556.8,Sports Car,Medsize,A,February
7228,Basic,ZL30083,9048.983447,2011-01-24,High School or Below,1/24/11,Unemployed,M,0,Suburban,Married,119,9.0,8,0.0,3,Personal L1,Personal Auto,Offer2,Yes,Web,Oregon,571.2,Sports Car,Medsize,A,January
7229,Basic,IN10489,5024.777578,2011-02-16,Master,2/16/11,Employed,F,78772,Rural,Married,62,9.0,47,0.0,8,Personal L3,Personal Auto,Offer2,No,Branch,Nevada,86.274545,Four-Door Car,Small,A,February
7233,Premium,YP92773,4723.821588,2011-02-25,Bachelor,2/25/11,Employed,F,21546,Suburban,Married,119,20.0,66,1.0,1,Corporate L2,Corporate Auto,Offer3,No,Agent,Washington,625.395925,Two-Door Car,Medsize,A,February
7234,Extended,QU69375,5568.947534,2011-01-01,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,79,21.0,53,1.0,7,Corporate L2,Corporate Auto,Offer1,Yes,Agent,Nevada,407.440238,Two-Door Car,Medsize,A,January
7236,Basic,RE29131,4349.30875,2011-02-10,College,2/10/11,Employed,F,75648,Rural,Married,108,28.0,10,0.0,1,Personal L2,Personal Auto,Offer2,Yes,Branch,Oregon,112.660916,SUV,Large,A,February
7240,Extended,XE36531,4889.609695,2011-01-05,High School or Below,1/5/11,Employed,F,51246,Suburban,Married,122,4.0,89,0.0,1,Personal L3,Personal Auto,Offer2,No,Web,California,817.692013,SUV,Medsize,A,January
7241,Basic,TY84623,9816.528302,2011-01-28,College,1/28/11,Employed,M,37256,Rural,Married,62,15.0,7,0.0,2,Corporate L2,Corporate Auto,Offer1,Yes,Branch,California,128.969729,Four-Door Car,Medsize,A,January
7244,Premium,YS49138,8678.508294,2011-01-21,High School or Below,1/21/11,Employed,F,62366,Rural,Married,108,22.0,87,0.0,8,Personal L2,Personal Auto,Offer1,No,Call Center,California,51.316527,Four-Door Car,Medsize,A,January
7245,Extended,CQ81839,21418.35544,2011-02-19,College,2/19/11,Employed,F,21897,Suburban,Single,139,19.0,67,0.0,2,Personal L2,Personal Auto,Offer2,No,Web,Oregon,667.2,SUV,Medsize,A,February
7247,Extended,LH94971,7057.888812,2011-01-17,Bachelor,1/17/11,Employed,M,37840,Suburban,Married,90,31.0,9,0.0,4,Corporate L2,Corporate Auto,Offer2,No,Agent,Oregon,432.0,Four-Door Car,Large,A,January
7248,Basic,QD26729,2523.654743,2011-01-20,College,1/20/11,Employed,M,43204,Urban,Married,64,31.0,19,3.0,1,Personal L1,Personal Auto,Offer4,No,Branch,California,246.065764,Four-Door Car,Medsize,A,January
7249,Extended,IZ76711,10013.77995,2011-02-08,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,135,26.0,38,0.0,3,Personal L2,Personal Auto,Offer2,No,Branch,California,773.690268,Sports Car,Medsize,A,February
7251,Basic,HQ23708,8596.916624,2011-01-31,Master,1/31/11,Employed,F,53736,Rural,Married,71,2.0,20,0.0,2,Personal L3,Personal Auto,Offer4,No,Web,Arizona,169.287785,Two-Door Car,Medsize,A,January
7254,Basic,YV67971,4949.803822,2011-01-21,High School or Below,1/21/11,Employed,F,21342,Rural,Married,62,34.0,72,0.0,3,Personal L2,Personal Auto,Offer3,No,Agent,California,74.350893,Four-Door Car,Medsize,A,January
7255,Extended,PN98247,7840.165778,2011-01-14,College,1/14/11,Employed,M,58414,Suburban,Single,210,7.0,24,2.0,1,Personal L3,Personal Auto,Offer2,Yes,Agent,California,1008.0,Luxury SUV,Small,A,January
7257,Premium,SP29219,3885.456401,2011-02-28,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Personal L3,Personal Auto,Offer1,Yes,Branch,California,504.0,Four-Door Car,Large,A,February
7260,Basic,AM94127,5157.642282,2011-02-16,College,2/16/11,Employed,M,93303,Rural,Single,65,11.0,96,0.0,5,Corporate L3,Corporate Auto,Offer1,No,Branch,Oregon,40.757983,Four-Door Car,Medsize,A,February
7265,Basic,UM45563,4502.679656,2011-01-27,Bachelor,1/27/11,Employed,M,68798,Rural,Single,114,19.0,69,0.0,1,Personal L2,Personal Auto,Offer2,No,Call Center,Washington,92.915251,SUV,Medsize,A,January
7268,Basic,TW49116,2220.187426,2011-01-03,College,1/3/11,Unemployed,M,0,Suburban,Married,62,11.0,52,2.0,1,Personal L2,Personal Auto,Offer1,No,Branch,Nevada,311.506082,Four-Door Car,Medsize,A,January
7273,Extended,KX54900,6236.018595,2011-01-09,Doctor,1/9/11,Employed,M,57760,Urban,Single,78,9.0,67,0.0,3,Special L2,Special Auto,Offer2,No,Call Center,Arizona,223.950089,Four-Door Car,Medsize,A,January
7274,Basic,CR86548,12349.70232,2011-01-14,Master,1/14/11,Employed,F,67248,Suburban,Divorced,102,19.0,4,0.0,2,Personal L2,Personal Auto,Offer3,No,Call Center,Nevada,489.6,SUV,Medsize,A,January
7278,Basic,WH83589,8458.912476,2011-01-17,High School or Below,1/17/11,Disabled,F,25448,Suburban,Married,71,11.0,59,0.0,2,Personal L2,Personal Auto,Offer4,No,Web,Arizona,345.022359,Four-Door Car,Medsize,A,January
7284,Extended,AQ25590,5445.373289,2011-02-05,High School or Below,2/5/11,Medical Leave,F,20282,Suburban,Divorced,79,19.0,8,3.0,6,Personal L2,Personal Auto,Offer1,No,Agent,Washington,507.549315,Two-Door Car,Medsize,A,February
7289,Basic,OY68395,55277.44589,2011-01-30,High School or Below,1/30/11,Employed,F,40740,Suburban,Single,198,19.0,60,0.0,2,Personal L2,Personal Auto,Offer1,No,Web,Oregon,950.4,Luxury SUV,Large,A,January
7291,Basic,QD86271,12022.38645,2011-01-21,High School or Below,1/21/11,Medical Leave,M,25918,Suburban,Married,104,7.0,30,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Arizona,996.775536,SUV,Medsize,A,January
7292,Basic,HI48554,2648.350463,2011-01-16,High School or Below,1/16/11,Medical Leave,F,29587,Suburban,Married,69,8.0,68,0.0,1,Personal L2,Personal Auto,Offer4,No,Web,California,331.2,Two-Door Car,Small,A,January
7293,Extended,IZ17303,17002.02246,2011-01-12,Bachelor,1/12/11,Employed,M,97268,Rural,Married,85,23.0,88,0.0,2,Personal L3,Personal Auto,Offer1,No,Agent,California,35.278648,Four-Door Car,Medsize,A,January
7299,Basic,QJ62033,2415.063816,2011-02-06,High School or Below,2/6/11,Unemployed,M,0,Suburban,Single,71,20.0,4,0.0,1,Personal L3,Personal Auto,Offer2,No,Call Center,Arizona,511.2,Four-Door Car,Medsize,A,February
7301,Extended,DN76322,10295.46521,2011-02-17,College,2/17/11,Employed,F,24723,Suburban,Married,129,20.0,0,0.0,5,Corporate L1,Corporate Auto,Offer1,No,Branch,Oregon,619.2,Sports Car,Medsize,A,February
7304,Extended,YK88644,3370.074728,2011-02-16,Master,2/16/11,Unemployed,M,0,Suburban,Divorced,95,14.0,15,1.0,1,Personal L3,Personal Auto,Offer1,No,Branch,Nevada,476.903351,Four-Door Car,Medsize,A,February
7306,Basic,IM15816,9403.962744,2011-02-05,High School or Below,2/5/11,Employed,F,79440,Urban,Divorced,117,11.0,19,0.0,8,Personal L3,Personal Auto,Offer4,No,Web,Oregon,500.638118,SUV,Medsize,A,February
7308,Basic,SR26762,7663.514373,2011-02-07,Bachelor,2/7/11,Employed,F,34837,Rural,Married,63,32.0,27,0.0,2,Personal L1,Personal Auto,Offer1,No,Agent,California,72.828431,Four-Door Car,Medsize,A,February
7309,Basic,XD29421,15362.35442,2011-01-10,High School or Below,1/10/11,Employed,M,48115,Suburban,Married,192,15.0,67,0.0,5,Personal L3,Personal Auto,Offer3,No,Agent,Oregon,1382.4,Luxury Car,Large,A,January
7310,Extended,DH61947,2863.043304,2011-02-12,Bachelor,2/12/11,Unemployed,M,0,Rural,Married,79,0.0,44,0.0,1,Personal L2,Personal Auto,Offer4,No,Call Center,Oregon,168.89233,Two-Door Car,Medsize,A,February
7312,Basic,PI79725,2569.692441,2011-01-07,Bachelor,1/7/11,Employed,F,79297,Urban,Married,64,14.0,44,0.0,1,Corporate L3,Corporate Auto,Offer2,No,Call Center,Oregon,164.328953,Four-Door Car,Small,A,January
7317,Basic,XF99212,2458.447909,2011-01-21,College,1/21/11,Employed,M,57564,Suburban,Married,63,5.0,48,1.0,1,Personal L1,Personal Auto,Offer3,No,Agent,Arizona,302.4,Two-Door Car,Medsize,A,January
7321,Basic,BZ33435,5638.262608,2011-02-26,Bachelor,2/26/11,Employed,F,56017,Rural,Married,71,1.0,98,0.0,6,Corporate L3,Corporate Auto,Offer1,No,Branch,Arizona,51.995897,Four-Door Car,Small,A,February
7323,Premium,FN61865,4271.200049,2011-02-06,Master,2/6/11,Employed,F,26245,Rural,Single,110,6.0,43,0.0,1,Personal L3,Personal Auto,Offer4,No,Call Center,Nevada,44.284642,Two-Door Car,Medsize,A,February
7327,Extended,NA56063,43019.01278,2011-01-22,College,1/22/11,Unemployed,M,0,Suburban,Married,132,24.0,49,0.0,2,Corporate L3,Corporate Auto,Offer3,No,Branch,California,904.378268,SUV,Large,A,January
7328,Basic,UQ51981,8879.790017,2011-02-03,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12.0,59,0.0,7,Personal L3,Personal Auto,Offer1,Yes,Agent,Oregon,528.20086,SUV,Small,A,February
7331,Basic,SV58690,5555.556089,2011-01-25,Bachelor,1/25/11,Employed,M,41853,Rural,Single,71,17.0,51,0.0,3,Personal L2,Personal Auto,Offer1,No,Agent,California,155.511553,Two-Door Car,Medsize,A,January
7333,Basic,MV41462,5066.634057,2011-01-13,Bachelor,1/13/11,Employed,F,35596,Suburban,Married,64,11.0,92,0.0,3,Personal L2,Personal Auto,Offer1,No,Agent,Arizona,307.2,Two-Door Car,Medsize,A,January
7334,Basic,HZ52656,2530.705137,2011-01-21,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11.0,2,0.0,1,Personal L3,Personal Auto,Offer2,Yes,Web,Washington,61.769564,Four-Door Car,Medsize,A,January
7335,Basic,IA91291,7985.472561,2011-01-06,College,1/6/11,Employed,F,99069,Rural,Married,66,7.0,28,0.0,2,Corporate L2,Corporate Auto,Offer4,No,Branch,Arizona,77.442722,Four-Door Car,Medsize,A,January
7338,Basic,NG94479,2731.520409,2011-01-02,High School or Below,1/2/11,Employed,F,69844,Urban,Married,68,5.0,9,0.0,1,Corporate L1,Corporate Auto,Offer2,No,Branch,Arizona,184.379697,Four-Door Car,Medsize,A,January
7341,Basic,ZY95807,36181.02892,2011-01-07,Bachelor,1/7/11,Unemployed,M,0,Suburban,Single,180,15.0,87,0.0,2,Corporate L2,Corporate Auto,Offer1,No,Web,California,864.0,Luxury SUV,Small,A,January
7345,Basic,XB17553,12174.58795,2011-01-30,Bachelor,1/30/11,Employed,M,52797,Rural,Married,104,14.0,13,1.0,2,Personal L3,Personal Auto,Offer1,No,Agent,Nevada,88.173438,Sports Car,Small,A,January
7346,Basic,QJ65091,8007.399376,2011-01-02,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Corporate L1,Corporate Auto,Offer1,Yes,Web,Arizona,537.6,Sports Car,Medsize,A,January
